Lokal      	Galactic     	Teta            	R +- err
         	"NGC2427	"	1.0115301581813525	10.164+-0.02
         	"ESO007-006	"	1.2244198524915373	10.164+-0.02
         	"UGC11861	"	1.0208317019127557	10.164+-0.02
         	"ESO491-009	"	1.0895291731625192	10.164+-0.02
         	"ESO150-005	"	1.469065845198648	10.164+-0.02
         	"UGC09364	"	1.1996474937014976	10.164+-0.02
         	"PGC052618	"	1.0151389044515813	10.164+-0.02
         	"IC0284	"	1.0481248487953743	10.164+-0.02
         	"NGC7250	"	1.1712608401201667	10.164+-0.02
         	"IC0600	"	1.2801148745480215	10.164+-0.02
         	"NGC3659	"	1.0923986897349447	10.164+-0.02
         	"UGC05349	"	1.141514776123512	10.164+-0.02
         	"UGC05376	"	1.8026354446525397	10.164+-0.02
         	"NGC4027	"	1.0598900179386779	10.164+-0.02
         	"ESO328-043	"	1.200408541159876	10.164+-0.02
         	"UGC11557	"	1.0653325123248654	10.164+-0.02
         	"ESO293-045	"	1.730650598527192	10.164+-0.02
         	"ESO219-022	"	1.079868432680169	10.164+-0.02
         	"ESO400-025	"	1.0522373664812452	10.164+-0.02
         	"UGC03390	"	1.0531308197734444	10.164+-0.02
         	"PGC044506	"	1.5885294794108702	10.164+-0.02
         	"NGC4592	"	1.0891992921321538	10.164+-0.02
         	"ESO513-004	"	1.0612484121361616	10.164+-0.02
         	"PGC091755	"	1.3761462465484753	10.164+-0.02
         	"ESO289-026	"	1.1171988093071274	10.164+-0.02
         	"ESO347-029	"	1.3221901966042047	10.164+-0.02
         	"UGC09470	"	1.182998940558372	10.164+-0.02
         	"UGC01240	"	1.0104608001254276	10.164+-0.02
         	"PGC044278	"	1.4824920684893437	10.164+-0.02
         	"NGC4423	"	1.019922217485182	10.164+-0.02
         	"UGC00132	"	1.0909348571825983	10.164+-0.02
         	"ESO054-021	"	1.0458570748799059	10.164+-0.02
         	"ESO137-027	"	1.2068885173016803	10.164+-0.02
         	"IC1291	"	1.3210594671836156	10.164+-0.02
         	"ESO384-005	"	1.07114152990295	10.164+-0.02
         	"NGC5147	"	1.0017303875252237	10.164+-0.02
         	"ESO440-004	"	1.1120373396730836	10.164+-0.02
         	"NGC3057	"	1.0373726005534756	10.164+-0.02
         	"UGC04543	"	1.0187862844739117	10.164+-0.02
         	"NGC4236	"	1.2023708843141452	10.164+-0.02
         	"NGC3264	"	1.0075874453895686	10.164+-0.02
         	"PGC170174	"	1.173110309017864	10.164+-0.02
         	"PGC015869	"	1.0225384423091897	10.164+-0.02
         	"ESO433-002	"	1.1472912774248927	10.164+-0.02
         	"UGC12069	"	1.1436663628273616	10.164+-0.02
         	"UGC04549	"	1.057936117729531	10.164+-0.02
         	"ESO305-009	"	1.2328213444121778	10.164+-0.02
         	"PGC048087	"	1.0629492773283256	10.164+-0.02
         	"NGC0337A	"	1.188354380699154	10.164+-0.02
         	"ESO149-001	"	1.1235807032468763	10.164+-0.02
         	"IC2329	"	1.604364643279208	10.164+-0.02
         	"PGC009272	"	1.196805534597963	10.164+-0.02
         	"UGC11651	"	1.3557112663628847	10.164+-0.02
         	"UGC03602	"	1.221371976746	10.164+-0.02
         	"UGC10054	"	1.1671360308268561	10.164+-0.02
         	"UGC08489	"	1.0434825226285551	10.164+-0.02
         	"UGC10806	"	1.5886540036235677	10.164+-0.02
         	"UGC04722	"	1.1782522979399355	10.164+-0.02
         	"PGC014487	"	1.0405102935784944	10.164+-0.02
         	"PGC016389	"	1.216632151966583	10.164+-0.02
         	"IC0163	"	1.189356646702948	10.164+-0.02
         	"UGC05612	"	1.0156693480329315	10.164+-0.02
         	"PGC037238	"	1.1972694902793115	10.164+-0.02
         	"UGC05633	"	1.026640500800776	10.164+-0.02
         	"ESO302-009	"	1.0075335991781944	10.164+-0.02
         	"UGC04659	"	1.2108469367195471	10.164+-0.02
         	"ESO138-010	"	1.334114585279875	10.164+-0.02
         	"UGC07189	"	1.0086671646366996	10.164+-0.02
         	"ESO384-002	"	1.2080362449951592	10.164+-0.02
         	"ESO358-054	"	1.1211633161090435	10.164+-0.02
         	"NGC3034	"	1.0846904257507812	10.164+-0.02
         	"IC4386	"	1.360878111027968	10.164+-0.02
         	"UGC00328	"	1.2614165858136805	10.164+-0.02
         	"PGC041965	"	1.0661239411157033	10.164+-0.02
         	"UGC12178	"	1.3168904886741746	10.164+-0.02
         	"UGC04540	"	1.1975766382013724	10.164+-0.02
         	"PGC053134	"	1.4915177780146796	10.164+-0.02
         	"ESO008-008	"	1.289244183315151	10.164+-0.02
         	"UGC04499	"	1.0362899380671258	10.164+-0.02
         	"UGC05738	"	1.0082967366710256	10.164+-0.02
         	"PGC005329	"	1.5718426858667618	10.164+-0.02
         	"UGC05187	"	1.0068275445387218	10.164+-0.02
         	"NGC3879	"	1.0555797165219833	10.164+-0.02
         	"PGC049521	"	1.0772439968690872	10.164+-0.02
         	"UGC05393	"	1.0202074225010376	10.164+-0.02
         	"ESO272-009	"	1.0017393117483107	10.164+-0.02
         	"ESO346-018	"	1.3547777959492253	10.164+-0.02
         	"PGC053568	"	1.0482755181258834	10.164+-0.02
         	"PGC007324	"	1.0196795952797655	10.164+-0.02
         	"UGC07579	"	1.0344440550779863	10.164+-0.02
         	"ESO508-034	"	1.0172924948859732	10.164+-0.02
         	"NGC6168	"	1.006917074315852	10.164+-0.02
         	"IC1014	"	1.005061922734784	10.164+-0.02
         	"UGC05921	"	1.2530294951699539	10.164+-0.02
         	"PGC016850	"	1.0718388533072865	10.164+-0.02
         	"UGC01945	"	1.008210966030943	10.164+-0.02
         	"UGC04482	"	1.1806448463286607	10.164+-0.02
         	"UGC02984	"	1.2036588061530151	10.164+-0.02
         	"NGC1518	"	1.4098935811972084	10.164+-0.02
         	"UGC12843	"	1.005538731867767	10.164+-0.02
         	"ESO601-007	"	1.0058371556251844	10.164+-0.02
         	"ESO485-021	"	1.0059406783127267	10.164+-0.02
         	"NGC4299	"	1.2823457836294057	10.164+-0.02
         	"UGC04254	"	1.1562461779593847	10.164+-0.02
         	"IC3148	"	1.0675230224650347	10.164+-0.02
         	"NGC1507	"	1.1285613139352233	10.164+-0.02
         	"ESO505-013	"	1.0645564990448786	10.164+-0.02
         	"ESO444-033	"	1.014282938017731	10.164+-0.02
         	"NGC3165	"	1.4901279780407874	10.164+-0.02
         	"IC3517	"	1.2302020342992743	10.164+-0.02
         	"ESO479-004	"	1.4055855605767573	10.164+-0.02
         	"NGC0428	"	1.4416077421580793	10.164+-0.02
         	"UGC12350	"	1.0939382773353654	10.164+-0.02
         	"NGC7107	"	1.0447176348351865	10.164+-0.02
         	"NGC1879	"	1.000398744150656	10.164+-0.02
         	"NGC3510	"	1.1891296044273278	10.164+-0.02
         	"ESO438-007	"	1.0466011963965727	10.164+-0.02
         	"UGC09682	"	1.0458917288802543	10.164+-0.02
         	"IC3576	"	1.1055350335735814	10.164+-0.02
         	"UGC05675	"	1.4647806629937343	10.164+-0.02
         	"ESO556-019	"	1.07104948592074	10.164+-0.02
         	"UGC04837	"	1.4069815610872567	10.164+-0.02
         	"ESO154-023	"	1.0009378943565312	10.164+-0.02
         	"UGC06682	"	1.1634799402811966	10.164+-0.02
         	"UGC03475	"	1.1332376023548085	10.164+-0.02
         	"ESO539-007	"	1.0895307564540766	10.164+-0.02
         	"ESO548-005	"	1.0020745852800257	10.164+-0.02
         	"NGC0055	"	1.0730165481018699	10.164+-0.02
         	"NGC5486	"	1.0471037914177115	10.164+-0.02
         	"UGC12846	"	1.0019291477110983	10.164+-0.02
         	"NGC0853	"	1.0765456791847399	10.164+-0.02
         	"NGC4597	"	1.033026455669977	10.164+-0.02
         	"UGC07557	"	1.1331015228517043	10.164+-0.02
         	"NGC0178	"	1.0535591942167186	10.164+-0.02
         	"NGC2793	"	1.0003670703326102	10.164+-0.02
         	"NGC4618	"	1.1879797213955074	10.164+-0.02
         	"NGC3985	"	1.001392571354965	10.164+-0.02
         	"UGC12212	"	1.0198136925412435	10.164+-0.02
         	"NGC4234	"	1.150373343617787	10.164+-0.02
         	"UGC08894	"	1.1467422551438993	10.164+-0.02
         	"IC1986	"	1.0237083919711367	10.164+-0.02
         	"UGC05688	"	1.1728766758412283	10.164+-0.02
         	"UGC06399	"	1.0030778441639687	10.164+-0.02
         	"NGC3447	"	1.301520279730658	10.164+-0.02
         	"IC1727	"	1.240858689097319	10.164+-0.02
         	"ESO550-005	"	1.2219671637718548	10.164+-0.02
         	"ESO270-017	"	1.0633723765589587	10.164+-0.02
         	"UGC08588	"	1.2579828660895886	10.164+-0.02
         	"UGC06628	"	1.0001459046049628	10.164+-0.02
         	"UGC06970	"	1.0773764778053658	10.164+-0.02
         	"NGC4395	"	1.034554996877348	10.164+-0.02
         	"UGC06917	"	1.3303023632701423	10.164+-0.02
         	"NGC2188	"	1.123437148412209	10.164+-0.02
         	"PGC043345	"	1.1113794214497639	10.164+-0.02
         	"NGC4625	"	1.1679813578937377	10.164+-0.02
         	"UGC06998	"	1.002831533818309	10.164+-0.02
         	"NGC1051	"	1.7269726051560117	10.164+-0.02
         	"UGC06956	"	1.0118843485632412	10.164+-0.02
         	"UGC00099	"	1.0030838353580853	10.164+-0.02
         	"UGC10290	"	1.2659829291417197	10.164+-0.02
         	"NGC2799	"	1.0377635317503056	10.164+-0.02
         	"PGC014626	"	1.1606361942718275	10.164+-0.02
         	"PGC064176	"	1.0378784070698674	10.164+-0.02
         	"PGC048786	"	1.6638596142171935	10.164+-0.02
         	"UGC07911	"	1.2908463117347377	10.164+-0.02
         	"UGC02345	"	1.000037692556271	10.164+-0.02
         	"ESO406-042	"	1.5413606547415324	10.164+-0.02
         	"UGC09500	"	1.0624741340329382	10.164+-0.02
         	"UGC00634	"	1.0076810389957986	10.164+-0.02
         	"NGC1253A	"	1.1324561688608934	10.164+-0.02
         	"UGC01803	"	1.0202823143079274	10.164+-0.02
         	"ESO594-017	"	1.0241960393880942	10.164+-0.02
         	"ESO234-043	"	1.02492794121288	10.164+-0.02
         	"ESO434-033	"	1.2624605260329467	10.164+-0.02
         	"NGC3445	"	1.3386339484769771	10.164+-0.02
         	"PGC043458	"	1.0627195345328069	10.164+-0.02
         	"PGC069293	"	1.664993978831729	10.164+-0.02
         	"NGC3432	"	1.0075657646899459	10.164+-0.02
         	"ESO481-014	"	1.0242780473806308	10.164+-0.02
         	"NGC6836	"	1.337149969954306	10.164+-0.02
         	"PGC012981	"	1.200369020621025	10.164+-0.02
         	"NGC4038	"	1.0553680557696055	10.164+-0.02
         	"NGC7232B	"	1.06438600856019	10.164+-0.02
         	"ESO438-005	"	1.0503926582684306	10.164+-0.02
         	"ESO300-014	"	1.303560941539928	10.164+-0.02
         	"PGC043020	"	1.4382863959510956	10.164+-0.02
         	"NGC4039	"	1.0538957864770186	10.164+-0.02
         	"ESO008-007	"	1.004848429918125	10.164+-0.02
         	"IC4710	"	1.0074050437890565	10.164+-0.02
         	"NGC7162A	"	1.015658386141475	10.164+-0.02
         	"NGC1326A	"	1.05926984583236	10.164+-0.02
         	"UGC05391	"	1.2928705314872193	10.164+-0.02
         	"NGC1326B	"	1.0546042510754614	10.164+-0.02
         	"ESO179-013	"	1.0005680464381461	10.164+-0.02
         	"PGC006228	"	1.401789657438538	10.164+-0.02
         	"NGC1110	"	1.058924380896038	10.164+-0.02
         	"ESO563-016	"	1.1507671538035178	10.164+-0.02
         	"ESO426-001	"	1.007729705507457	10.164+-0.02
         	"PGC010128	"	1.5148428162810426	10.164+-0.02
         	"PGC016784	"	1.1882762631193862	10.164+-0.02
         	"UGC05172	"	1.0619913683120112	10.164+-0.02
         	"UGC04385	"	1.0036620203607989	10.164+-0.02
         	"ESO382-045	"	1.0376825608624842	10.164+-0.02
         	"ESO126-011	"	1.28859731496688	10.164+-0.02
         	"ESO207-007	"	1.0027458141225762	10.164+-0.02
         	"ESO421-019	"	1.362007200129707	10.164+-0.02
         	"PGC051523	"	1.0542795101016478	10.164+-0.02
         	"ESO010-006	"	1.716415429055205	10.164+-0.02
         	"ESO347-008	"	1.0000399656195225	10.164+-0.02
         	"NGC2552	"	1.411034125089957	10.164+-0.02
         	"ESO269-056	"	1.1011405165756953	10.164+-0.02
         	"PGC036274	"	1.5219835806568882	10.164+-0.02
         	"UGC06070	"	1.142342220721818	10.164+-0.02
         	"ESO187-035	"	1.398525646026123	10.164+-0.02
         	"ESO548-032	"	1.0034664592142786	10.164+-0.02
         	"PGC007109	"	1.1707792917129924	10.164+-0.02
         	"ESO012-014	"	1.090574131747181	10.164+-0.02
         	"ESO267-036	"	1.2680632576354172	10.164+-0.02
         	"ESO431-018	"	1.4276949587218866	10.164+-0.02
         	"ESO092-004	"	1.0986262923126602	10.164+-0.02
         	"ESO085-014	"	1.0705779084217104	10.164+-0.02
         	"NGC3664	"	1.0504049397748463	10.164+-0.02
         	"UGC11868	"	1.5694618018609048	10.164+-0.02
         	"NGC4656	"	1.1088686976880142	10.164+-0.02
         	"PGC053595	"	1.0119460314197213	10.164+-0.02
         	"PGC072006	"	1.2211442264029821	10.164+-0.02
         	"ESO509-026	"	1.0247191829360436	10.164+-0.02
         	"PGC139147	"	1.0912466636681972	10.164+-0.02
         	"PGC048179	"	1.2950276840407573	10.164+-0.02
         	"PGC027188	"	1.632077722913212	10.164+-0.02
         	"ESO187-051	"	1.0705673176575845	10.164+-0.02
         	"ESO371-003	"	1.0222982971309569	10.164+-0.02
         	"NGC2863	"	1.4198166693955483	10.164+-0.02
         	"ESO495-011	"	1.0012955605555298	10.164+-0.02
         	"PGC007998	"	1.2093922517862317	10.164+-0.02
         	"IC1870	"	1.2014770131189303	10.164+-0.02
         	"ESO114-007	"	1.0027245171923937	10.164+-0.02
         	"ESO145-025	"	1.2216493108229314	10.164+-0.02
         	"ESO371-024	"	1.0262393335154198	10.164+-0.02
         	"ESO380-034	"	1.2327077164274125	10.164+-0.02
         	"ESO041-006	"	1.560325072210403	10.164+-0.02
         	"PGC007900	"	1.6885507113148486	10.164+-0.02
         	"UGC00942	"	1.2197649282892178	10.164+-0.02
         	"IC4869	"	1.0157174825086548	10.164+-0.02
         	"ESO208-033	"	1.1564718787437076	10.164+-0.02
         	"NGC4945A	"	1.0821401174288308	10.164+-0.02
         	"ESO505-023	"	1.027548593418879	10.164+-0.02
         	"ESO557-006	"	1.0714423713555221	10.164+-0.02
         	"ESO189-021	"	1.0839164843528017	10.164+-0.02
         	"ESO580-020	"	1.013465677918704	10.164+-0.02
         	"UGC03273	"	1.0036115181086203	10.164+-0.02
         	"ESO372-008	"	1.1338523650311856	10.164+-0.02
         	"ESO257-017	"	1.1024718642059932	10.164+-0.02
         	"PGC013821	"	1.0311341029524574	10.164+-0.02
         	"ESO572-030	"	1.1783320655849936	10.164+-0.02
         	"UGC10985	"	1.3615176974190186	10.164+-0.02
         	"ESO056-115	"	1.1552984005648226	10.164+-0.02
         	"ESO580-018	"	1.027555466742601	10.164+-0.02
         	"NGC1140	"	1.1849208571095715	10.164+-0.02
         	"ESO035-020	"	1.0472736537948186	10.164+-0.02
         	"NGC3952	"	1.5511088118312033	10.164+-0.02
         	"NGC4758	"	1.139524137171275	10.164+-0.02
         	"ESO358-020	"	1.1582214879847097	10.164+-0.02
         	"UGC01014	"	1.6786098148304838	10.164+-0.02
         	"NGC3396	"	1.059950995462948	10.164+-0.02
         	"NGC1679	"	1.3812996406782037	10.164+-0.02
         	"NGC5464	"	1.0747135368876224	10.164+-0.02
         	"PGC063556	"	1.016613770470943	10.164+-0.02
         	"ESO036-006	"	1.0013757268729302	10.164+-0.02
         	"UGC07249	"	1.0388808933239653	10.164+-0.02
         	"NGC7764	"	1.7569120550473145	10.164+-0.02
         	"NGC1602	"	1.0599429194012104	10.164+-0.02
         	"ESO434-034	"	1.0003913104110278	10.164+-0.02
         	"NGC2131	"	1.0731759309807385	10.164+-0.02
         	"PGC040951	"	1.1130433884611712	10.164+-0.02
         	"IC3476	"	1.0951387393722238	10.164+-0.02
         	"UGC09169	"	1.0374645799628583	10.164+-0.02
         	"UGC12856	"	1.047490922962328	10.164+-0.02
         	"ESO505-002	"	1.0121770967528847	10.164+-0.02
         	"NGC5798	"	1.0477146546547922	10.164+-0.02
         	"NGC4532	"	1.4603551675522153	10.164+-0.02
         	"PGC166111	"	1.001778036510233	10.164+-0.02
         	"NGC4485	"	1.4950598483921544	10.164+-0.02
         	"NGC3136A	"	1.0369815994231706	10.164+-0.02
         	"NGC3846A	"	1.0463375325697732	10.164+-0.02
         	"NGC3026	"	1.2553368318494735	10.164+-0.02
         	"PGC013501	"	1.2234862186349318	10.164+-0.02
         	"ESO565-001	"	1.6008003159164172	10.164+-0.02
         	"ESO015-001	"	1.059437892710798	10.164+-0.02
         	"UGC03912	"	1.0964053600180612	10.164+-0.02
         	"ESO553-033	"	1.045683937920509	10.164+-0.02
         	"NGC4630	"	1.0540135860310935	10.164+-0.02
         	"ESO576-059	"	1.0524702566630473	10.164+-0.02
         	"PGC016917	"	1.0080516556541623	10.164+-0.02
         	"UGC07300	"	1.155871496293716	10.164+-0.02
         	"NGC4449	"	1.2154304670142468	10.164+-0.02
         	"NGC3239	"	1.1069103502707474	10.164+-0.02
         	"NGC7800	"	1.2591586871510252	10.164+-0.02
         	"ESO039-002	"	1.1620263606930088	10.164+-0.02
         	"PGC044701	"	1.3670468500157809	10.164+-0.02
         	"IC2507	"	1.2182194413749317	10.164+-0.02
         	"NGC4376	"	1.0272816490099923	10.164+-0.02
         	"ESO443-079	"	1.406074672493509	10.164+-0.02
         	"NGC5510	"	1.4988172179051655	10.164+-0.02
         	"UGC06955	"	1.041024212372038	10.164+-0.02
         	"IC0718	"	1.1732257826777635	10.164+-0.02
         	"NGC5608	"	1.028393311623555	10.164+-0.02
         	"IC2171	"	1.154049249320325	10.164+-0.02
         	"NGC1156	"	1.007725149666696	10.164+-0.02
         	"UGC07428	"	1.064436106120995	10.164+-0.02
         	"UGC06816	"	1.261378552558772	10.164+-0.02
         	"UGC07690	"	1.0017429712319048	10.164+-0.02
         	"ESO508-030	"	1.0854976718199187	10.164+-0.02
         	"PGC026378	"	1.1135102512907946	10.164+-0.02
         	"UGC04260	"	1.3407564378058037	10.164+-0.02
         	"UGC03144	"	1.7566253318269431	10.164+-0.02
         	"UGC05989	"	1.4409485291420425	10.164+-0.02
         	"PGC006626	"	1.2867231199987625	10.164+-0.02
         	"UGC03371	"	1.0139973603401604	10.164+-0.02
         	"UGC03317	"	1.0399848357601302	10.164+-0.02
         	"ESO376-022	"	1.783370180202354	10.164+-0.02
         	"UGC08614	"	1.0170666320475017	10.164+-0.02
         	"NGC4353	"	1.0521198565363725	10.164+-0.02
         	"PGC037202	"	1.642386939071653	10.164+-0.02
         	"UGC02017	"	1.209891892938595	10.164+-0.02
         	"ESO263-021	"	1.5057791778991676	10.164+-0.02
         	"PGC012868	"	1.0093519566174123	10.164+-0.02
         	"UGC11944	"	1.019894280115387	10.164+-0.02
         	"UGC09385	"	1.0103865125130613	10.164+-0.02
         	"UGC03234	"	1.2263894095691823	10.164+-0.02
         	"NGC0014	"	1.4614891716235534	10.164+-0.02
         	"NGC2785	"	1.1044464227357453	10.164+-0.02
         	"PGC025903	"	1.707817723601191	10.164+-0.02
         	"UGC07053	"	1.0500044848147936	10.164+-0.02
         	"ESO172-009	"	1.364191649147632	10.164+-0.02
         	"PGC015625	"	1.4100447769488786	10.164+-0.02
         	"UGC07673	"	1.1190360798762398	10.164+-0.02
         	"UGC00731	"	1.079406906983173	10.164+-0.02
