Lokal      	Galactic     	Teta            	R +- err
         	"IC2995	"	1.0642245387630636	38.364+-0.018
         	"NGC5161	"	1.2906610657811033	38.364+-0.018
         	"NGC3023	"	1.09322706019119	38.364+-0.018
         	"PGC016894	"	1.3211677007979492	38.364+-0.018
         	"NGC7750	"	1.0554837785949276	38.364+-0.018
         	"NGC3454	"	1.1569866469142536	38.364+-0.018
         	"ESO580-030	"	1.6485621208695183	38.364+-0.018
         	"IC5269B	"	1.1054440159525134	38.364+-0.018
         	"IC3005	"	1.1285789427989557	38.364+-0.018
         	"NGC6140	"	1.0095811079776327	38.364+-0.018
         	"NGC3733	"	1.1104254629249015	38.364+-0.018
         	"PGC005744	"	1.113668347095806	38.364+-0.018
         	"NGC4316	"	1.0623820110942916	38.364+-0.018
         	"NGC7218	"	1.2492475782400003	38.364+-0.018
         	"PGC039556	"	1.2965074745240897	38.364+-0.018
         	"PGC005341	"	1.0940316740150087	38.364+-0.018
         	"ESO441-011	"	1.0103777320627183	38.364+-0.018
         	"NGC1892	"	1.011069205283839	38.364+-0.018
         	"IC5273	"	1.156828039358873	38.364+-0.018
         	"UGC04970	"	1.0692115251617078	38.364+-0.018
         	"ESO001-006	"	1.0000696053530629	38.364+-0.018
         	"NGC2763	"	1.3135075386378057	38.364+-0.018
         	"NGC2273B	"	1.6858882015857526	38.364+-0.018
         	"ESO437-071	"	1.2854497709269668	38.364+-0.018
         	"UGC03820	"	1.1718664751665093	38.364+-0.018
         	"NGC3044	"	1.172651056664619	38.364+-0.018
         	"UGC00958	"	1.4533671560165684	38.364+-0.018
         	"NGC7059	"	1.2239754882356357	38.364+-0.018
         	"IC5270	"	1.3298274824671308	38.364+-0.018
         	"UGC01112	"	1.5314279314948178	38.364+-0.018
         	"NGC5523	"	1.0213681617150245	38.364+-0.018
         	"UGC00260	"	1.0253242086222039	38.364+-0.018
         	"NGC4356	"	1.4075106548516525	38.364+-0.018
         	"UGC05524	"	1.0555593627864999	38.364+-0.018
         	"PGC037373	"	1.0810959322413367	38.364+-0.018
         	"ESO139-049	"	1.0439113198829175	38.364+-0.018
         	"UGC05020	"	1.004170302375161	38.364+-0.018
         	"NGC4904	"	1.081051245288772	38.364+-0.018
         	"UGC08085	"	1.1761704553456567	38.364+-0.018
         	"NGC1258	"	1.3018471784806969	38.364+-0.018
         	"NGC1171	"	1.0536246975105967	38.364+-0.018
         	"UGC01070	"	1.068328030790764	38.364+-0.018
         	"UGC03574	"	1.1708955742253837	38.364+-0.018
         	"NGC5112	"	1.0317031677382114	38.364+-0.018
         	"NGC6395	"	1.3856116293958085	38.364+-0.018
         	"NGC4294	"	1.125640188349742	38.364+-0.018
         	"UGC04024	"	1.5451023781184638	38.364+-0.018
         	"UGC09845	"	1.3913833822752473	38.364+-0.018
         	"UGC04395	"	1.1541340921132837	38.364+-0.018
         	"UGC12160	"	1.1720654267109873	38.364+-0.018
         	"IC4213	"	1.0989627947704608	38.364+-0.018
         	"NGC7418	"	1.0498587373451005	38.364+-0.018
         	"UGC03749	"	1.021056584960848	38.364+-0.018
         	"NGC0450	"	1.0756071662537476	38.364+-0.018
         	"IC3099	"	1.2586086110604198	38.364+-0.018
         	"UGC06983	"	1.4218646889469293	38.364+-0.018
         	"NGC3917	"	1.1759311796640348	38.364+-0.018
         	"UGC03909	"	1.2368803291061514	38.364+-0.018
         	"IC1898	"	1.1982363850145477	38.364+-0.018
         	"IC3881	"	1.145180138581073	38.364+-0.018
         	"UGC03403	"	1.7331294535562332	38.364+-0.018
         	"ESO576-032	"	1.5241091797797979	38.364+-0.018
         	"ESO222-015	"	1.6735182812197502	38.364+-0.018
         	"UGC08246	"	1.0029237327980451	38.364+-0.018
         	"NGC6663	"	1.012319469049486	38.364+-0.018
         	"ESO139-046	"	1.012846854334293	38.364+-0.018
         	"IC4721	"	1.3787145802489795	38.364+-0.018
         	"ESO428-031	"	1.538763770689809	38.364+-0.018
         	"ESO532-014	"	1.4962392674928053	38.364+-0.018
         	"NGC1179	"	1.439616020094745	38.364+-0.018
         	"NGC7151	"	1.1207851690893342	38.364+-0.018
         	"NGC7307	"	1.24733277524347	38.364+-0.018
         	"ESO442-013	"	1.1373518028921432	38.364+-0.018
         	"NGC4654	"	1.3056821884867502	38.364+-0.018
         	"NGC2906	"	1.639318803020207	38.364+-0.018
         	"NGC6236	"	1.1753154716567071	38.364+-0.018
         	"NGC4183	"	1.1966171548813884	38.364+-0.018
         	"UGC05707	"	1.0002061932420518	38.364+-0.018
         	"PGC018855	"	1.5406899952237738	38.364+-0.018
         	"NGC3501	"	1.0005023063137803	38.364+-0.018
         	"IC0512	"	1.015063442690247	38.364+-0.018
         	"UGC10887	"	1.4558398534393502	38.364+-0.018
         	"ESO510-059	"	1.0760785574739633	38.364+-0.018
         	"NGC5956	"	1.0125898879510826	38.364+-0.018
         	"IC2256	"	1.6537921014855212	38.364+-0.018
         	"UGC02392	"	1.0800762131122004	38.364+-0.018
         	"NGC4808	"	1.0358073302800423	38.364+-0.018
         	"UGC06667	"	1.1237849306357068	38.364+-0.018
         	"NGC0493	"	1.664524326710141	38.364+-0.018
         	"IC3044	"	1.258353424441307	38.364+-0.018
         	"UGC09601	"	1.268796846088079	38.364+-0.018
         	"NGC2273A	"	1.0098659167034463	38.364+-0.018
         	"NGC2573	"	1.1295326285380105	38.364+-0.018
         	"ESO287-043	"	1.2878556902492806	38.364+-0.018
         	"NGC2591	"	1.278990175720479	38.364+-0.018
         	"NGC0100	"	1.0304203581851217	38.364+-0.018
         	"ESO488-060	"	1.1435407208246808	38.364+-0.018
         	"NGC1253	"	1.2290810697447627	38.364+-0.018
         	"NGC4525	"	1.134707489612423	38.364+-0.018
         	"UGC04182	"	1.121933965546127	38.364+-0.018
         	"ESO018-015	"	1.349690633015898	38.364+-0.018
         	"UGC02082	"	1.716651786461412	38.364+-0.018
         	"NGC1843	"	1.1489328568910422	38.364+-0.018
         	"NGC2139	"	1.2168798643136158	38.364+-0.018
         	"UGC09394	"	1.0335650661425488	38.364+-0.018
         	"UGC04514	"	1.3471861398062035	38.364+-0.018
         	"NGC4701	"	1.0812499731616039	38.364+-0.018
         	"NGC4731	"	1.4705593305845195	38.364+-0.018
         	"PGC052809	"	1.2708251263539945	38.364+-0.018
         	"NGC6503	"	1.0510044471793347	38.364+-0.018
         	"NGC3395	"	1.1671070207731156	38.364+-0.018
         	"ESO265-003	"	1.358298449883342	38.364+-0.018
         	"NGC1559	"	1.5393655796073977	38.364+-0.018
         	"IC0217	"	1.2405630515940766	38.364+-0.018
         	"NGC7689	"	1.0472024003763631	38.364+-0.018
         	"NGC3365	"	1.3368262918934632	38.364+-0.018
         	"ESO263-051	"	1.138151442051803	38.364+-0.018
         	"NGC6255	"	1.047473069583941	38.364+-0.018
         	"UGC05049	"	1.4426748701936212	38.364+-0.018
         	"IC0749	"	1.274069517878772	38.364+-0.018
         	"NGC6946	"	1.4696213008432113	38.364+-0.018
         	"ESO321-025	"	1.1013403221667208	38.364+-0.018
         	"UGC06603	"	1.0571151556085605	38.364+-0.018
         	"NGC0988	"	1.463847349409882	38.364+-0.018
         	"UGC05974	"	1.1362720297122006	38.364+-0.018
         	"PGC036217	"	1.41232781983649	38.364+-0.018
         	"NGC4522	"	1.0144088955011425	38.364+-0.018
         	"IC0342	"	1.076124973274764	38.364+-0.018
         	"UGC07908	"	1.2517093620395592	38.364+-0.018
         	"UGC09925	"	1.8036219200092498	38.364+-0.018
         	"NGC4634	"	1.100305372940531	38.364+-0.018
         	"UGC09991	"	1.1999435890950163	38.364+-0.018
         	"UGC11131	"	1.1610553712537643	38.364+-0.018
         	"NGC3020	"	1.0215703462760095	38.364+-0.018
         	"NGC2283	"	1.5759025302314238	38.364+-0.018
         	"ESO428-020	"	1.0797232564136903	38.364+-0.018
         	"ESO285-048	"	1.100665075514997	38.364+-0.018
         	"NGC3137	"	1.0210309543163127	38.364+-0.018
         	"ESO595-014	"	1.2125728293513307	38.364+-0.018
         	"UGC08733	"	1.0836134814690443	38.364+-0.018
         	"ESO091-007	"	1.3646345289224875	38.364+-0.018
         	"NGC1385	"	1.0315896503811035	38.364+-0.018
         	"UGC08516	"	1.4579646215145732	38.364+-0.018
         	"UGC06792	"	1.0029090082336336	38.364+-0.018
         	"UGC06903	"	1.1726591151857346	38.364+-0.018
         	"NGC2280	"	1.3848347057444703	38.364+-0.018
         	"NGC3901	"	1.181383186103541	38.364+-0.018
         	"NGC4416	"	1.208817213950823	38.364+-0.018
         	"NGC1337	"	1.5784975973179447	38.364+-0.018
         	"NGC3184	"	1.0092074033051581	38.364+-0.018
         	"PGC062075	"	1.0774671893759513	38.364+-0.018
         	"NGC5954	"	1.0946298834696369	38.364+-0.018
         	"UGC11093	"	1.1750089212840154	38.364+-0.018
         	"UGC11124	"	1.6152096706442427	38.364+-0.018
         	"UGC06802	"	1.158086977349401	38.364+-0.018
         	"NGC2403	"	1.1503326464527548	38.364+-0.018
         	"UGC10445	"	1.0140833716067477	38.364+-0.018
         	"NGC6070	"	1.0002073219887035	38.364+-0.018
         	"NGC3423	"	1.217249579178328	38.364+-0.018
         	"NGC4951	"	1.3144949970235613	38.364+-0.018
         	"PGC051401	"	1.1082680695243032	38.364+-0.018
         	"NGC5584	"	1.1380733402764314	38.364+-0.018
         	"PGC027616	"	1.3120550837739366	38.364+-0.018
         	"NGC3346	"	1.4043718544360257	38.364+-0.018
         	"ESO540-016	"	1.0327224977388965	38.364+-0.018
         	"ESO373-008	"	1.144574965560615	38.364+-0.018
         	"IC3268	"	1.0635099134371813	38.364+-0.018
         	"UGC08684	"	1.0047017309690611	38.364+-0.018
         	"IC2763	"	1.5462924483570044	38.364+-0.018
         	"NGC2604A	"	1.2307591215470084	38.364+-0.018
         	"NGC5669	"	1.1390690268719783	38.364+-0.018
         	"PGC036716	"	1.292049008832817	38.364+-0.018
         	"NGC7741	"	1.0002382005396355	38.364+-0.018
         	"IC3322A	"	1.0000506096896367	38.364+-0.018
         	"NGC5068	"	1.0003077958207154	38.364+-0.018
         	"NGC6015	"	1.4756428440758556	38.364+-0.018
         	"UGC07943	"	1.0314637768157138	38.364+-0.018
         	"ESO140-006	"	1.1595013541035226	38.364+-0.018
         	"NGC1249	"	1.0473443258938162	38.364+-0.018
         	"IC1197	"	1.118146726760817	38.364+-0.018
         	"NGC4504	"	1.2214512011516787	38.364+-0.018
         	"IC4212	"	1.1039575947023768	38.364+-0.018
         	"IC2135	"	1.3638010713281434	38.364+-0.018
         	"NGC7456	"	1.1532765115528092	38.364+-0.018
         	"UGC10554	"	1.1897207520729887	38.364+-0.018
         	"NGC7070	"	1.5126144031904776	38.364+-0.018
         	"NGC1493	"	1.192624479316852	38.364+-0.018
         	"NGC5597	"	1.0279279635799152	38.364+-0.018
         	"NGC4189	"	1.6863914825614794	38.364+-0.018
         	"PGC017323	"	1.0040206447099385	38.364+-0.018
         	"IC0758	"	1.5918436593222367	38.364+-0.018
         	"NGC0275	"	1.0301025680022202	38.364+-0.018
         	"PGC052853	"	1.2502707497969232	38.364+-0.018
         	"NGC1003	"	1.3251587154741078	38.364+-0.018
         	"IC0239	"	1.3885777224771145	38.364+-0.018
         	"ESO443-069	"	1.2008002531756374	38.364+-0.018
         	"IC1251	"	1.0023855412556022	38.364+-0.018
         	"NGC1448	"	1.1936497812713582	38.364+-0.018
         	"NGC5733	"	1.0801005623118145	38.364+-0.018
         	"NGC5457	"	1.0373644800850106	38.364+-0.018
         	"NGC4487	"	1.0989175214598141	38.364+-0.018
         	"NGC4141	"	1.0334186136411685	38.364+-0.018
         	"NGC4688	"	1.0866548308691037	38.364+-0.018
         	"NGC3319	"	1.2294565736343173	38.364+-0.018
         	"NGC0895	"	1.0043546113678838	38.364+-0.018
         	"NGC6118	"	1.2548069559460382	38.364+-0.018
         	"ESO510-058	"	1.0684635199050811	38.364+-0.018
         	"NGC5023	"	1.0059584656449996	38.364+-0.018
         	"NGC0672	"	1.0080726351879368	38.364+-0.018
         	"ESO265-007	"	1.0001467485261815	38.364+-0.018
         	"UGC02816	"	1.4849102988048444	38.364+-0.018
         	"NGC0598	"	1.8021938328613758	38.364+-0.018
         	"NGC3556	"	1.7164271209799142	38.364+-0.018
         	"NGC4437	"	1.0127282845286203	38.364+-0.018
         	"NGC5468	"	1.0078909909058253	38.364+-0.018
         	"IC0797	"	1.2311567620628954	38.364+-0.018
         	"NGC3206	"	1.1920838612735558	38.364+-0.018
         	"NGC2541	"	1.4158824166814392	38.364+-0.018
         	"NGC4144	"	1.0084479240275843	38.364+-0.018
         	"NGC4559	"	1.0287428989139185	38.364+-0.018
         	"NGC7424	"	1.5858248307944642	38.364+-0.018
         	"NGC4411B	"	1.8126567435246563	38.364+-0.018
         	"UGC03691	"	1.0061474968303232	38.364+-0.018
         	"PGC027747	"	1.3960574684768965	38.364+-0.018
         	"IC1933	"	1.7185006168273906	38.364+-0.018
         	"ESO293-034	"	1.0575529551962979	38.364+-0.018
         	"IC4819	"	1.1620460635417316	38.364+-0.018
         	"NGC5474	"	1.1101905579252884	38.364+-0.018
         	"NGC5974	"	1.381949869421764	38.364+-0.018
         	"ESO467-051	"	1.0146899327173626	38.364+-0.018
         	"IC2000	"	1.2395786163735443	38.364+-0.018
         	"IC1953	"	1.0262050087715886	38.364+-0.018
         	"ESO270-026	"	1.728067091532707	38.364+-0.018
         	"NGC4244	"	1.3465006673633706	38.364+-0.018
         	"NGC4540	"	1.007725574263189	38.364+-0.018
         	"PGC018848	"	1.116229270873662	38.364+-0.018
         	"NGC4945	"	1.783132808594893	38.364+-0.018
         	"UGC07699	"	1.0333218976005287	38.364+-0.018
         	"UGC07802	"	1.1491479639532147	38.364+-0.018
         	"IC5201	"	1.4041026643444663	38.364+-0.018
         	"NGC4502	"	1.0323893257025554	38.364+-0.018
         	"ESO298-015	"	1.3801902320109507	38.364+-0.018
         	"ESO209-009	"	1.0798206666280643	38.364+-0.018
         	"NGC1688	"	1.0007756489684811	38.364+-0.018
         	"NGC7497	"	1.0497436274857657	38.364+-0.018
         	"ESO499-037	"	1.1802825796329806	38.364+-0.018
         	"NGC3794	"	1.278174438956442	38.364+-0.018
         	"NGC4571	"	1.136644252894576	38.364+-0.018
         	"UGC07774	"	1.0023172695149525	38.364+-0.018
         	"ESO271-010	"	1.1463856649540085	38.364+-0.018
         	"IC3322	"	1.04461840958628	38.364+-0.018
         	"ESO569-014	"	1.2691604900768179	38.364+-0.018
         	"NGC4771	"	1.0387492201307897	38.364+-0.018
         	"NGC4330	"	1.2606294384702654	38.364+-0.018
         	"IC4720	"	1.355926673469547	38.364+-0.018
         	"NGC3495	"	1.6748419328028776	38.364+-0.018
         	"NGC3795A	"	1.2526531048533018	38.364+-0.018
         	"ESO385-033	"	1.093804911978129	38.364+-0.018
         	"UGC09299	"	1.1560348515446093	38.364+-0.018
         	"UGC08146	"	1.0081105183896661	38.364+-0.018
         	"NGC4498	"	1.0520752690310329	38.364+-0.018
         	"PGC024870	"	1.310402359701688	38.364+-0.018
         	"ESO563-012	"	1.0320077417682492	38.364+-0.018
         	"UGC09345	"	1.50548379387144	38.364+-0.018
         	"UGC09215	"	1.104518192031563	38.364+-0.018
         	"NGC5984	"	1.1750343133976433	38.364+-0.018
         	"NGC6237	"	1.2080411712437324	38.364+-0.018
         	"UGC05798	"	1.1587990917474222	38.364+-0.018
         	"IC2233	"	1.2744906959085454	38.364+-0.018
         	"NGC6689	"	1.245921417548088	38.364+-0.018
         	"ESO481-018	"	1.3168220843271952	38.364+-0.018
         	"UGC06534	"	1.0168666186766855	38.364+-0.018
         	"UGC06390	"	1.374424877151187	38.364+-0.018
         	"PGC036643	"	1.0010885489944257	38.364+-0.018
         	"UGC05203	"	1.3206231287375987	38.364+-0.018
         	"NGC3027	"	1.492432553204121	38.364+-0.018
         	"UGC06594	"	1.0105578991386548	38.364+-0.018
         	"UGC08365	"	1.0077138868743982	38.364+-0.018
         	"UGC08726	"	1.1153034708045768	38.364+-0.018
         	"NGC6339	"	1.4880490229105225	38.364+-0.018
         	"UGC01862	"	1.0001293421020498	38.364+-0.018
         	"NGC3279	"	1.0706792409688355	38.364+-0.018
         	"UGC00711	"	1.2133567590680137	38.364+-0.018
         	"ESO423-002	"	1.0343586265381612	38.364+-0.018
         	"IC3247	"	1.0000232582033988	38.364+-0.018
         	"NGC5496	"	1.3182132775786572	38.364+-0.018
         	"UGC06378	"	1.5187032760101806	38.364+-0.018
         	"ESO146-014	"	1.1679486351506752	38.364+-0.018
         	"NGC7418A	"	1.0016999192509488	38.364+-0.018
         	"UGC05347	"	1.0774657595516508	38.364+-0.018
         	"UGC06791	"	1.147397634745126	38.364+-0.018
         	"PGC043679	"	1.764942825082594	38.364+-0.018
         	"ESO236-035	"	1.5572338362786968	38.364+-0.018
         	"NGC4631	"	1.4459168351917366	38.364+-0.018
         	"NGC4142	"	1.0000103313483126	38.364+-0.018
         	"UGC11566	"	1.0929751914181982	38.364+-0.018
         	"NGC5705	"	1.0484776300008654	38.364+-0.018
         	"NGC4197	"	1.134287607779209	38.364+-0.018
         	"NGC4222	"	1.7170735534923818	38.364+-0.018
         	"ESO508-011	"	1.0003260137379202	38.364+-0.018
         	"ESO383-091	"	1.1174898566000888	38.364+-0.018
         	"NGC7320	"	1.1244196994442148	38.364+-0.018
         	"ESO358-063	"	1.0116340994849498	38.364+-0.018
         	"UGC04390	"	1.389681635756561	38.364+-0.018
         	"IC4871	"	1.6315892352008288	38.364+-0.018
         	"ESO292-014	"	1.3721480038576668	38.364+-0.018
         	"ESO576-003	"	1.053345463297542	38.364+-0.018
         	"ESO440-027	"	1.068123920150442	38.364+-0.018
         	"UGC06023	"	1.0671585122779816	38.364+-0.018
         	"ESO490-045	"	1.0656483311689875	38.364+-0.018
         	"UGC03826	"	1.4686763682371462	38.364+-0.018
         	"NGC3782	"	1.6291143651071476	38.364+-0.018
         	"NGC5107	"	1.0015702732861183	38.364+-0.018
         	"UGC07991	"	1.117884416241637	38.364+-0.018
         	"UGC05708	"	1.2722521770479929	38.364+-0.018
         	"UGC03876	"	1.3349612228240288	38.364+-0.018
         	"UGC10020	"	1.2351084931178893	38.364+-0.018
         	"NGC4965	"	1.392216762875627	38.364+-0.018
         	"NGC5645	"	1.003805476416071	38.364+-0.018
         	"UGC09760	"	1.1038319327955033	38.364+-0.018
         	"UGC09482	"	1.4647509062680664	38.364+-0.018
         	"ESO550-024	"	1.1853861805894177	38.364+-0.018
         	"UGC06446	"	1.568070804887468	38.364+-0.018
         	"NGC6509	"	1.0276675611302968	38.364+-0.018
         	"ESO563-034	"	1.2169361668494894	38.364+-0.018
         	"NGC4635	"	1.4250549567284554	38.364+-0.018
         	"UGC05460	"	1.1646800332030955	38.364+-0.018
         	"ESO441-017	"	1.2237819097086522	38.364+-0.018
         	"UGC09242	"	1.1046675085764486	38.364+-0.018
         	"UGC07394	"	1.1790581625008911	38.364+-0.018
         	"UGC04238	"	1.0426856900343178	38.364+-0.018
         	"UGC06930	"	1.1999916879920163	38.364+-0.018
         	"NGC3443	"	1.1651165640520338	38.364+-0.018
         	"UGC04753	"	1.0584113996661002	38.364+-0.018
         	"PGC045824	"	1.016596676802795	38.364+-0.018
         	"NGC4396	"	1.4284477420826933	38.364+-0.018
         	"NGC5556	"	1.0003854019768124	38.364+-0.018
         	"ESO576-040	"	1.262955189188562	38.364+-0.018
         	"NGC4276	"	1.191719816656837	38.364+-0.018
         	"NGC3913	"	1.0212354884626356	38.364+-0.018
         	"NGC4533	"	1.0533382863415681	38.364+-0.018
         	"NGC0337	"	1.074490807551188	38.364+-0.018
         	"ESO407-009	"	1.2165806909372439	38.364+-0.018
         	"PGC006667	"	1.0253374382814784	38.364+-0.018
         	"NGC7437	"	1.2623017663959009	38.364+-0.018
         	"ESO450-014	"	1.7249885112590313	38.364+-0.018
         	"ESO563-029	"	1.5009409937812308	38.364+-0.018
         	"NGC4393	"	1.683258541544788	38.364+-0.018
         	"ESO425-002	"	1.0107656916231704	38.364+-0.018
         	"NGC1744	"	1.2230003222488521	38.364+-0.018
         	"NGC3079	"	1.1794405891827175	38.364+-0.018
         	"PGC045652	"	1.0216168021856047	38.364+-0.018
         	"UGC05249	"	1.0184035836564544	38.364+-0.018
         	"NGC3779	"	1.4487932490955095	38.364+-0.018
         	"ESO430-026	"	1.3494225649403846	38.364+-0.018
         	"ESO361-015	"	1.0962643524735953	38.364+-0.018
         	"ESO551-031	"	1.7483253948085504	38.364+-0.018
         	"IC1420	"	1.0013520187973437	38.364+-0.018
         	"ESO381-038	"	1.046118808710554	38.364+-0.018
         	"PGC002805	"	1.2638583532220364	38.364+-0.018
         	"NGC7713	"	1.1451978669017695	38.364+-0.018
         	"ESO555-027	"	1.1813011776963598	38.364+-0.018
         	"PGC031979	"	1.3406846479347607	38.364+-0.018
         	"ESO382-031	"	1.1688906068389582	38.364+-0.018
         	"ESO514-007	"	1.0524984999971878	38.364+-0.018
         	"ESO581-025	"	1.301823230848031	38.364+-0.018
         	"ESO013-009	"	1.1650488317785344	38.364+-0.018
         	"ESO138-014	"	1.003313121391398	38.364+-0.018
         	"UGC04556	"	1.000125879234255	38.364+-0.018
         	"NGC3669	"	1.4682831682983717	38.364+-0.018
         	"ESO248-002	"	1.3554340966849536	38.364+-0.018
         	"ESO372-009	"	1.0019849954527404	38.364+-0.018
         	"ESO443-083	"	1.2153692468796018	38.364+-0.018
         	"PGC006190	"	1.080637438177487	38.364+-0.018
         	"PGC030591	"	1.047921472653829	38.364+-0.018
         	"ESO576-026	"	1.0426551034104028	38.364+-0.018
         	"ESO490-010	"	1.1460241449964346	38.364+-0.018
         	"NGC4713	"	1.462078361680323	38.364+-0.018
         	"IC3474	"	1.1246376732819914	38.364+-0.018
         	"IC5332	"	1.1538189816191504	38.364+-0.018
         	"UGC05922	"	1.6395034715543066	38.364+-0.018
         	"UGC08909	"	1.3713478591494184	38.364+-0.018
         	"ESO577-038	"	1.0162380556132338	38.364+-0.018
         	"NGC0247	"	1.0548251100633765	38.364+-0.018
         	"NGC5668	"	1.0496269801907039	38.364+-0.018
         	"NGC4775	"	1.7035002743618404	38.364+-0.018
         	"UGC03830	"	1.5460078735572158	38.364+-0.018
         	"UGC11074	"	1.0245653194632873	38.364+-0.018
         	"UGC08041	"	1.2188039062323741	38.364+-0.018
         	"PGC008962	"	1.313923400623292	38.364+-0.018
         	"ESO214-017	"	1.1583134151466186	38.364+-0.018
         	"NGC4145	"	1.0429072965511317	38.364+-0.018
         	"ESO116-012	"	1.673021478131167	38.364+-0.018
         	"ESO440-049	"	1.20813558410992	38.364+-0.018
         	"NGC3113	"	1.0186892890290975	38.364+-0.018
         	"ESO440-011	"	1.4318392119156342	38.364+-0.018
         	"ESO146-001	"	1.3482555728584151	38.364+-0.018
         	"NGC2805	"	1.373070235806031	38.364+-0.018
         	"NGC5774	"	1.0025711278610032	38.364+-0.018
         	"ESO219-021	"	1.2057790391477703	38.364+-0.018
         	"NGC1325A	"	1.5732681773094048	38.364+-0.018
         	"NGC4020	"	1.3673617448339517	38.364+-0.018
         	"IC3896A	"	1.1527239114390064	38.364+-0.018
         	"NGC3906	"	1.3631611525291383	38.364+-0.018
         	"ESO008-004	"	1.0929044790672169	38.364+-0.018
         	"IC1914	"	1.004654217173055	38.364+-0.018
         	"PGC016772	"	1.7011449452787228	38.364+-0.018
         	"PGC006864	"	1.0142642554340042	38.364+-0.018
         	"NGC4010	"	1.0912049830443746	38.364+-0.018
         	"NGC3621	"	1.1671633841128777	38.364+-0.018
         	"NGC5964	"	1.1901969202061564	38.364+-0.018
         	"NGC5585	"	1.6187252803686425	38.364+-0.018
         	"NGC0300	"	1.417799592471223	38.364+-0.018
         	"ESO060-019	"	1.182228928433405	38.364+-0.018
         	"NGC4519	"	1.0991489661935532	38.364+-0.018
         	"PGC011367	"	1.3828743331456779	38.364+-0.018
         	"ESO357-012	"	1.5073626474255089	38.364+-0.018
         	"PGC037323	"	1.0211716715031967	38.364+-0.018
         	"ESO233-053	"	1.0361842266029802	38.364+-0.018
         	"NGC6654A	"	1.1201039844078926	38.364+-0.018
         	"NGC0925	"	1.4361205897367029	38.364+-0.018
         	"PGC032091	"	1.6690850214961437	38.364+-0.018
         	"NGC4455	"	1.0098050501993576	38.364+-0.018
         	"ESO380-025	"	1.4597149947753914	38.364+-0.018
         	"PGC018154	"	1.3461095121296964	38.364+-0.018
         	"PGC062387	"	1.0446280901377027	38.364+-0.018
         	"PGC027825	"	1.6817901480115947	38.364+-0.018
         	"NGC2500	"	1.6569504791243037	38.364+-0.018
         	"PGC2792068	"	1.0078987004219542	38.364+-0.018
         	"ESO363-015	"	1.2575671654076412	38.364+-0.018
         	"NGC4490	"	1.000416631130354	38.364+-0.018
         	"ESO548-070	"	1.6937883008393675	38.364+-0.018
         	"ESO508-007	"	1.5232284336233932	38.364+-0.018
         	"NGC4781	"	1.4748419213599215	38.364+-0.018
         	"ESO220-032	"	1.4511978231247415	38.364+-0.018
         	"IC1555	"	1.2416825642850269	38.364+-0.018
         	"ESO433-004	"	1.7678253979193108	38.364+-0.018
         	"IC5269C	"	1.2001670956536012	38.364+-0.018
         	"ESO345-046	"	1.6549259521519706	38.364+-0.018
         	"NGC1494	"	1.1890742036267223	38.364+-0.018
         	"NGC6821	"	1.0301046980522843	38.364+-0.018
         	"UGC04867	"	1.0921768801503555	38.364+-0.018
         	"ESO021-002	"	1.0114721846862402	38.364+-0.018
         	"NGC0600	"	1.580092019543853	38.364+-0.018
         	"ESO079-005	"	1.440335740765032	38.364+-0.018
         	"ESO565-029	"	1.0287346001705124	38.364+-0.018
         	"NGC1313	"	1.329587794868165	38.364+-0.018
         	"ESO028-014	"	1.1068013991434975	38.364+-0.018
         	"NGC5725	"	1.0373209380442219	38.364+-0.018
         	"NGC4288	"	1.0514401270031983	38.364+-0.018
         	"ESO504-028	"	1.2085139267935399	38.364+-0.018
         	"NGC3589	"	1.010047481578629	38.364+-0.018
         	"PGC017978	"	1.0592098619834842	38.364+-0.018
         	"ESO489-023	"	1.1663319514681842	38.364+-0.018
         	"UGC09057	"	1.0527349455553432	38.364+-0.018
         	"ESO311-007	"	1.113978523839391	38.364+-0.018
         	"PGC025938	"	1.0001434789016945	38.364+-0.018
         	"PGC289052	"	1.4412912519592407	38.364+-0.018
         	"NGC5892	"	1.3562814771961835	38.364+-0.018
         	"PGC003853	"	1.1023059687059995	38.364+-0.018
         	"NGC4561	"	1.2608847056427366	38.364+-0.018
         	"NGC4178	"	1.2394708273346522	38.364+-0.018
         	"PGC070657	"	1.3042163631212251	38.364+-0.018
         	"NGC4173	"	1.486902400347471	38.364+-0.018
         	"ESO030-008	"	1.0396484813979976	38.364+-0.018
         	"ESO340-009	"	1.0417259164208925	38.364+-0.018
         	"NGC4747	"	1.0561053232267679	38.364+-0.018
         	"ESO489-006	"	1.2041200086244108	38.364+-0.018
         	"ESO324-023	"	1.0493630354711978	38.364+-0.018
         	"IC1125	"	1.1949917114909052	38.364+-0.018
         	"NGC4948	"	1.2287880706821348	38.364+-0.018
         	"IC4536	"	1.5719495384141244	38.364+-0.018
         	"NGC7793	"	1.017626519082373	38.364+-0.018
         	"UGC08995	"	1.4085557649146487	38.364+-0.018
         	"UGC04882	"	1.0041819536455234	38.364+-0.018
         	"ESO562-019	"	1.0430693353021354	38.364+-0.018
         	"PGC027833	"	1.7712665333671476	38.364+-0.018
         	"NGC4207	"	1.6247172694775398	38.364+-0.018
         	"UGC06112	"	1.4108718038010544	38.364+-0.018
         	"NGC4116	"	1.1046452845887968	38.364+-0.018
         	"ESO497-002	"	1.2134666523447042	38.364+-0.018
         	"NGC3252	"	1.2077981198239804	38.364+-0.018
